5623	271	170410	
5624	178	110749
5634	372	224678
5642	273	176201
5643	265	165689
5644	293	185565
5689	398	244987
5692	408	231765
5693	439	275587
5694	276	164105
5696	379	255176
5698	494	321913
5706	212	117052
5710	312	160921
5715	395	204659
5723	433	283949
5724	468	307575
5725	360	241596
5726	160	116485
5739	396	226459
5741	413	258987
5742	472	307565
5743	250	160140
5766	450	273251
5768	442	289020
5769	449	297841
5770	473	325829
5771	464	306508
5772	471	313010
5773	563	375602
5775	235	145404
5776	342	217523
5782	491	320207
5783	481	323285
5791	415	271285
5795	376	239823
5796	477	314365
5797	413	261782
