5723	44	3.927681901
5724	47	4.229082832
5725	34	3.193363425
5739	40	2.956111602
5741	45	3.987840806
5742	48	4.224543485
5743	25	2.244021498
5766	45	3.337951016
5769	45	4.059284573
5771	47	4.254619178
5772	48	4.403638304
5773	57	5.014898695
5775	24	1.988647799
5776	35	2.987742427
5782	50	4.552604162
5783	49	4.548117122
5791	42	3.716081116
5795	37	3.173095684
5796	48	4.323879491
5797	42	3.584285692
5623	28	1.601426208
5624	18	0.9396605032
5632	5	0.2727023342
5634	38	1.961714841
5635	4	0.2305786082
5636	9	0.5230088184
5637	12	0.5933370247
5642	28	1.627930313
5643	27	1.498603553
5644	30	1.698317864
5648	4	0.2359631842
5649	11	0.6453366857
5650	8	0.4748376418
5651	4	0.2440968341
5652	10	0.5774211572
5653	6	0.3438530552
5654	10	0.577093399
5655	3	0.1186638218
5656	14	0.7916220932
5657	3	0.1765306584
5686	3	0.200138526
5689	40	2.267544107
5692	41	2.180782083
5693	44	2.468347587
5694	28	1.528698121
5695	14	0.8260405425
5696	38	2.272346588
5697	8	0.5211480028
5698	50	2.752665422
5704	3	0.0681573881
5706	22	1.147150634
5710	32	0.9789172648
5715	40	1.833559308
5726	16	1.498167021
5733	4	0.3776070303
5768	37	3.185656229
5770	48	4.512299342
5793	10	0.8168900264
